"ID_PK","ID","Interest"
"6988","6611","FFA"
"6989","6611","Basketball"
"6990","6611","Baseball"
"6991","6615","Starring at the wall for hours"
"6992","6609","Painting"
"6993","6609","Drawing/sketching"
"6994","6609","Playing the violin"
"6995","6609","Photography"
"6996","6626","Singing"
"6997","6623","Choreographer"
"6999","6622","Basketball"
"7000","6622","Football"
"7001","6622","Baseball"
"7002","6628","Golf"
"7003","6628","Basketball"
"7004","6627","Dance"
"7005","6579","Volunteering at my grandmas work"
"7006","6631","Track"
"7007","6585","Basketball and working out"
"7008","6586","I eat glue"
"7009","6586","I cut paper"
"7010","6631","Helping young children"
"7011","6576","Skateboarding "
"7012","6576","Motocross "
"7013","6586","I like to make little kids cry"
"7014","6579","Babysitting my little cousins"
"7015","6573","Work on trucks"
"7016","6573","Ride quads/dirtbikes"
"7017","6573","Go rock crawling or muddin"
"7018","6573","Hang out with friends"
"7019","6586","I like to burn things"
"7020","6586","I shave cats"
"7021","6586","I like to choke myself"
"7022","6629","Soccer"
"7023","6634","Painting"
"7024","6629","Martial Arts"
"7025","6634","Soccer Player"
"7026","6634","Swimmer"
"7027","6629","Horseback Riding "
"7028","6634","Volleyball Player"
"7029","6586","I like to watch people sleep"
"7030","6586","I sit in dark corners"
"7031","6586","I stare at the sun"
"7032","6581","Drawing"
"7033","6581","Car models"
"7034","6581","Hangin out with the friends"
"7035","6586","I cover things in sun block"
"7036","6574","Solving peoples problems"
"7037","6638","Cars"
"7038","6638","Quads"
"7039","6638","Fishing"
"7040","6638","Women"
"7041","6639","Swimming"
"7042","6639","Scrapbooking"
"7043","6639","Cleaning"
"7044","6639","Painting"
"7045","6639","Spending time with my family"
"7046","6635","Sports"
"7047","6635","Bike riding"
"7048","6635","Camping"
"7049","6640","Bird watching "
"7050","6640","Hiking/backpacking"
"7051","6640","Writing to penpals "
"7052","6640","Studying nature"
"7053","6640","Reading"
"7054","6636","Sports"
"7055","6636","Teaching"
"7056","6636","Working"
"7057","6644","Band"
"7058","6644","Basketball"
"7059","6644","Riding dirtbikes"
"7060","6606","Playing Basketball"
"7061","6606","Shopping"
"7062","6606","Babysitting"
"7063","6606","Baking"
"7064","6596","Fishing"
"7065","6596","Collecting State Quarters"
"7066","6643","Baseball"
"7067","6643","Hanging out with friends"
"7068","6643","Listening to music"
"7069","6643","Being outside"
"7070","6597","Soccer"
"7071","6643","Riding quads"
"7072","6591","Hunting"
"7073","6597","Band"
"7074","6597","Reading"
"7075","6643","Math"
"7076","6591","Paint Ball"
"7077","6595","Soccer"
"7078","6595","Softball"
"7079","6607","Soccer"
"7080","6599","Collecting Baseball Cards"
"7081","6595","Pep band"
"7082","6607","Basketball"
"7083","6595","Marching band"
"7084","6599","Riding my bike"
"7085","6595","Concert band"
"7086","6607","4-H"
"7087","6604","Cheerleading"
"7088","6604","Swimming"
"7089","6604","Babysitting"
"7090","6608","Playing the piano"
"7091","6608","Showing horses"
"7092","6608","Showing cows"
"7093","6616","Guitar"
"7094","6616","Computers"
"7095","6616","Gaming"
"7096","6650","Horesback riding"
"7097","6619","Taking pictures"
"7098","6619","Scrapbooking"
"7099","6619","Swimming"
"7100","6619","Being in 4-H"
"7101","6618","Run"
"7102","6619","Sports"
"7103","6618","Swim"
"7104","6620","Soccer"
"7105","6620","Swiming"
"7106","6618","Ping pong"
"7107","6621","Sports"
"7108","6621","Arguing/Debating"
"7109","6621","People"
"7110","6609","Writing"
"7112","6621","Acting"
"7113","6619","Babysitting"
"7114","6582","Work on bicycles"
"7115","6659","Tennis"
"7116","6659","Hockey"
"7117","6659","Fishing"
"7118","6666","Riding"
"7119","6666","Swimming"
"7120","6666","Jet Skiing"
"7121","6666","Basketball"
"7122","6666","Mud Boggin"
"7123","6666","Tubbing"
"7124","6652","Cars"
"7125","6652","Computers"
"7126","6652","Basketball"
"7127","6661","Outdoor enthusiast"
"7128","6657","Working on cars"
"7129","6661","Archery"
"7130","6661","Hunting and Fishing"
"7131","6667","Basket Ball"
"7132","6667","Working on cars/trucks"
"7133","6665","Snowmobile Riding"
"7134","6667","Weight training"
"7135","6665","Slow Pitch Softball"
"7136","6663","Bike riding"
"7137","6663","Play video games"
"7138","6663","Make things out of junk"
"7139","6660","Skateboarding"
"7140","6656","Horseback riding."
"7141","6656","Hunting and fishing."
"7142","6656","Animal shelter. "
"7143","6654","I like to Race Motocross."
"7144","6654","I like to play Football"
"7145","6655","Racing motocross"
"7146","6654","I like to hunt and fish."
"7147","6655","Water sports"
"7148","6655","Hunting and fishing"
"7149","6664","Lacrosse"
"7150","6664","Watching College Football"
"7151","6664","Working on cars"
"7152","6645","Fishing"
"7153","6645","Sports"
"7154","6645","Pretty women"
"7155","6645","Butterflys"
"7156","6658","Cars"
"7157","6658","Drawing"
"7158","6658","Working on computers"
"7159","6662","Music/Vocalist"
"7160","6669","Showing Swine "
"7161","6669","FFA activities "
"7162","6669","Pep Band "
"7163","6670","Soccer"
"7164","6670","Cheerleading"
"7165","6670","Cooking"
"7166","6649","Softball"
"7167","6649","FFA"
"7168","6649","Rock climbing"
"7169","6676","Writing Poetry"
"7170","6677","Dancing"
"7171","6677","Running"
"7172","6686","Reading music,instrumental guitar"
"7173","6681","Horseback Riding"
"7174","6681","Basketball"
"7175","6694","Horseback riding"
"7176","6694","Roller blading"
"7177","6694","Ice skating"
"7178","6694","Hiking"
"7179","6694","Fishing"
"7180","6694","Painting"
"7181","6694","Drawing/sketching"
"7182","6694","Photography"
"7183","6694","Playing piano"
"7184","6694","Playing guitar"
"7185","6681","Photography"
"7186","6681","Watching Movies"
"7187","6681","Family/Friends"
"7188","6694","Attending musical performances"
"7189","6694","Acting in school or community plays"
"7190","6683","Collect coins"
"7191","6683","Collect sports memoralbilia"
"7192","6683","Video games"
"7193","6681","Football"
"7194","6686","Snowboarding, action sports"
"7195","6686","Hunting, fishing, fly tying"
"7196","6686","Electrical, mechanical repairs"
"7197","6680","Volunteering"
"7198","6689","Snowboarding"
"7199","6689","Fishing"
"7200","6689","Hunting"
"7201","6680","Basketball"
"7202","6680","Lacrosse"
"7203","6689","Hiking"
"7204","6680","Field Hockey"
"7205","6680","Hockey"
"7206","6689","Reading"
"7207","6683","Play sports"
"7208","6683","Travel"
"7209","6680","Learning Html"
"7210","6684","Snowboarding"
"7211","6684","Working"
"7212","6684","Dirtbiking/atv'ing"
"7213","6684","Offroading"
"7214","6685","Airsoft"
"7215","6685","Walking"
"7216","6687","Cheerleading"
"7217","6687","Dancing"
"7218","6687","Field Hockey"
"7219","6685","Music"
"7220","6685","Friends"
"7221","6687","Horseback Riding"
"7222","6685","Cheerleading"
"7223","6692","Airsoft"
"7224","6691","Airsoft"
"7225","6691","Soccer"
"7226","6679","Skiing "
"7227","6692","Soccer"
"7228","6691","Snowboarding"
"7229","6692","Snowboarding"
"7230","6691","Hunting"
"7231","6689","Computer Technology"
"7232","6691","Fishing"
"7233","6696","Photoghraphing nature"
"7234","6685","Exploring new hobbies"
"7235","6696","Traveling"
"7236","6691","Computers"
"7237","6693","Sports"
"7238","6692","Wiffleball"
"7239","6693","Working out"
"7240","6693","Going for jogs"
"7241","6693","Outdoor activities such as snowmachining"
"7242","6685","Observing groups of people"
"7243","6679","Running"
"7244","6685","Making new friends"
"7245","6690","I like to chill."
"7246","6699","Designing websites"
"7247","6699","Graphics design"
"7248","6701","Anything with a motor, wakeboarding, snowboarding,"
"7249","6700","Blank"
"7250","6712","Singing"
"7251","6712","Playing Piano"
"7252","6712","Swimming"
"7253","6702","Exercising"
"7254","6702","Friends"
"7255","6702","Shopping"
"7256","6702","Collectiing turtles"
"7257","6703","Cutting Firewood"
"7258","6703","4x4 offroading"
"7259","6703","Welding"
"7260","6703","Working"
"7261","6705","Working on cars"
"7263","6716","Tennis"
"7264","6716","Volleyball"
"7265","6716","Reading"
"7266","6721","I can use the computer really well"
"7267","6718","Tennis"
"7268","6718","FCCLA"
"7269","6718","Social Work"
"7270","6724","Member of Private Swim Team"
"7271","6718","Politics"
"7272","6723","Soccer, horseback riding"
"7273","6718","Geology"
"7274","6718","Chemistry"
"7275","6729","Fishing, anything outdoors"
"7276","6720","Hiking"
"7277","6720","Reading, observation"
"7278","6726","I ride bikes"
"7279","6726","Music"
"7280","6726","Hookah"
"7281","6720","Drawing, painting, acrylics, sculpting, ext"
"7282","6726","Chillllin"
"7283","6717","Playing Music"
"7285","6717","Water polo"
"7286","6717","Cattle tipping"
"7287","6717","Long walks on the beach"
"7288","6725","Floating "
"7289","6725","Making people happy"
"7290","6725","Making gingerbread houses"
"7291","6719","Target shooting"
"7292","6719","Horse Riding"
"7293","6719","Skiing"
"7294","6719","Assemling models"
"7295","6719","Reading"
"7296","6719","Experimenting with Fireworks"
"7297","6697","Reading "
"7298","6706","Snowboarding"
"7299","6706","Photography"
"7300","6706","Skateboarding"
"7301","6706","Art"
"7302","6706","Spending time with family and friends"
"7303","6706","Listening to music"
"7304","6708","Playing drums/percussion"
"7305","6708","Theater performance"
"7306","6708","Tennis"
"7307","6731","Swimming"
"7308","6731","Camping"
"7309","6731","Being with family and friends"
"7310","6731","Going to the movie"
"7311","6697","Basketball"
"7312","6695","Medical Field"
"7313","6695","Poetry"
"7314","6695","Photography"
"7315","6695","Reading"
"7316","6695","Running to benefit organizations/communities"
"7317","6733","Art, nature, music, human behavior"
"7318","6737","Skateboarding"
"7319","6737","Football"
"7320","6737","Mixed Martial Arts"
"7321","6735","Hunting"
"7322","6744","Workin on cars"
"7323","6735","Fishing"
"7324","6735","Using my hands"
"7325","6735","Sports"
"7326","6747","Mudd Bogging"
"7327","6747","Truck Pulling"
"7328","6747","Drag Racing"
"7329","6747","Classic car restoration"
"7330","6747","Classic Tractors"
"7331","6734","Sports"
"7332","6747","Dirt track racing"
"7333","6734","Working Out"
"7334","6747","Playing the guitar"
"7335","6734","Hunting"
"7336","6747","Farming"
"7337","6743","Playing guitar"
"7338","6743","Cars"
"7339","6749","Golf"
"7340","6743","Riding dirt bikes/quads"
"7341","6749","Motocross riding"
"7342","6743","Music"
"7343","6736","Sports"
"7344","6736","Working Out"
"7345","6745","Cars"
"7346","6745","Target shooting"
"7347","6745","Hunting"
"7348","6737","Music"
"7349","6742","Riding Dirtbikes and Quads"
"7350","6738","Muscle car restoration"
"7351","6738","Paintballing"
"7352","6738","Traveling"
"7353","6738","Sports"
"7354","6741","Athletics"
"7355","6748","Football"
"7356","6751","Work on cars"
"7357","6748","Cars"
"7358","6751","Band"
"7359","6751","Skate Boarding"
"7360","6751","Inline Skate"
"7361","6751","Landscaping"
"7362","6746","Working on cars"
"7363","6746","Playing football"
"7364","6746","Paintball"
"7365","6750","Working on cars"
"7366","6757","Singing"
"7368","6757","Writing"
"7370","6757","Dancing"
"7371","6755","Playin, recording music"
"7372","6761","Professional football player"
"7373","6755","Lacrosse"
"7374","6755","Sailing"
"7376","6758","Reading"
"7377","6763","Reading"
"7378","6763","Play sports"
"7379","6756","Drawing/video games"
"7380","6753","Reading"
"7381","6752","Saxophonist"
"7382","6753","Field hockey"
"7383","6753","Singing/dancing"
"7384","6752","Gardening"
"7385","6754","Reading"
"7386","6753","Painting"
"7387","6754","Volleyball"
"7388","6766","Writing poetry"
"7389","6754","Drawing"
"7390","6754","Computer games"
"7391","6766","Babysitting"
"7392","6752","Fishing"
"7393","6752","Camping"
"7394","6760","Snowboarding"
"7395","6760","Drinking"
"7396","6772","Playing Soccer"
"7397","6767","Soccer"
"7398","6767","Basketball"
"7399","6767","Track"
"7400","6768","Soccer"
"7401","6768","Volleyball"
"7402","6759","Basketball"
"7403","6787","Basketball, baseball"
"7404","6783","Playing basketball"
"7405","6783","Swimming"
"7406","6783","Bowling"
"7407","6790","Music"
"7408","6790","Cheerleading"
"7409","6790","Video games"
"7410","6788","Writing"
"7411","6788","Playing with children"
"7412","6793","Cheerleading, Volunteering, and Babysitting"
"7413","6776","Boxing"
"7414","6778","Horseback riding"
"7415","6778","Reading"
"7416","6785","Modeling"
"7417","6780","Soccer"
"7418","6780","Track"
"7419","6780","Basketball"
"7420","6780","Arts and crafts"
"7421","6780","Reading"
"7422","6784","Take pictures"
"7423","6794","Music"
"7424","6779","Figure skating"
"7425","6779","Field Hockey"
"7426","6779","Lacrosse"
"7427","6779","Babysitting"
"7428","6779","Spending time with family"
"7429","6779","Spending time with friends"
"7430","6779","Working at Ma Raffa's"
"7431","6779","Computers"
"7432","6779","Traveling"
"7433","6779","Designing new things"
"7434","6791","Professional Sports"
"7435","6791","Computers"
"7436","6791","Movies"
"7437","6791","Music"
"7438","6791","Academics"
"7439","6791","Athletics"
"7440","6795","Jogging"
"7441","6795","Assisting people in losing weight and living healt"
"7442","6796","Horseback riding"
"7443","6796","Cooking"
"7444","6796","Sports"
"7445","6797","Ride quads"
"7446","6797","Work on cars"
"7447","6797","Outdoor travel"
"7448","6806","Video Games"
"7449","6806","Sports"
"7450","6802","Running / exercising"
"7451","6802","Reading and writing in my journal"
"7452","6810","Working with animals"
"7453","6804","Writing poetry and music"
"7454","6804","Singing/Dancing"
"7455","6799","Playing Video games,sports, and cooking new foods"
"7456","6809","Playing sports"
"7457","6800","Stamp Collecting"
"7458","6808","Baseball"
"7459","6798","Sing, dance"
"7460","6801","Dancing"
"7461","6801","Shopping"
"7462","6801","Hanging out with friends"
"7463","6813","Playing video games"
"7464","6813","Talking with friends"
"7465","6807","Making Music"
"7466","6811","Volleyball"
"7467","6811","Dancing"
"7468","6811","Running"
"7469","6805","Help dancing with the kids"
"7470","6826","Fixing and riding dirt bikes"
"7471","6820","Sports/ hanging out with friends/ listening to mus"
"7472","6815","Music"
"7473","6830","Playing volleyball "
"7474","6825","Softball"
"7475","6816","Reading"
"7476","6816","Watching movies"
"7477","6816","Playing volleyball"
"7478","6827","Basketball"
"7479","6827","Football"
"7480","6823","Computers"
"7481","6816","Anything athletic"
"7482","6827","Reading"
"7483","6823","Music"
"7484","6819","Technology"
"7485","6823","Reading and Writing"
"7486","6828","Dancing"
"7487","6823","Meeting new people"
"7488","6828","Reading"
"7489","6828","Music"
"7490","6831","On the phone"
"7491","6831","On the computer"
"7492","6831","Playing sports outside with my friends"
"7493","6831","Drawing"
"7494","6818","Playing soccer and volleyball"
"7495","6818","Going online"
"7496","6821","Draw"
"7497","6817","Sports"
"7498","6832","Cooking"
"7499","6817","Landscape"
"7500","6821","Writing "
"7501","6832","Bike riding/walks"
"7502","6817","Cooking"
"7503","6832","Music"
"7504","6817","Read"
"7505","6821","Cook"
"7506","6835","Basketball"
"7507","6821","Go on the computer"
"7508","6829","Football"
"7509","6829","Baseball"
"7510","6829","Electric Guitar"
"7511","6822","Aggressive Inline skateing"
"7512","6822","Drumming "
"7513","6837","Building tree forts"
"7514","6838","Fixing cars"
"7515","6838","Playing video games"
"7516","6838","Collecting baseball cards"
"7517","6839","Football"
"7518","6839","Playing video games"
"7519","6839","Camping"
"7520","6840","Track"
"7521","6841","Sports, painting, shopping"
"7522","6842","Gymnastics"
"7523","6842","Volunteering"
"7524","6849","Soccer"
"7525","6850","Being on the computer "
"7526","6849","Animal care"
"7527","6845","SKATE BOARDING"
"7528","6845","MUSIC"
"7529","6853","Singing"
"7530","6142","Reading"
"7531","6142","Paintball"
"7532","6142","Fixing/riding bikes"
"7533","6878","SPORTS"
"7534","6862","Taking photos"
"7535","6863","Freelance Artist"
"7536","6885","Dancing"
"7537","6896","Dance"
"7659","7118","Golf"
"7660","7118","Bowling"
"7661","7116","Computers, the outdoors, swimming, walking my dogs"
"7665","7119","Poetry"
"7666","7119","Computers"
"7667","7119","Children"
"7668","7120","Working with reptiles."
"7669","7122","Restoring antique farm equipment"
"7670","6752","Volunteer work "
"7671","6764","Volleyball"
"7672","6764","Reading"
"7673","6764","Swimming"
"7674","7125","SKateboarding"
"7675","7126","Soccer"
"7676","7128","Dancing, kids, singing, cooking"
"7677","7134","Shopping"
"7678","7134","Soccer"
"7679","7134","Drawing"
"7680","7135","Text on phone, type on computer "
"7681","7136","Art"
"7682","7136","Writing"
"7684","7137","I like to write"
"7685","7138","Playing football"
"7686","7138","Wrestling"
"7687","7138","Runing track"
"7688","7138","Working out"
"7689","7147","Basketball"
"7690","7147","Dancing"
"7691","7147","Writting"
"7692","7146","Baseketball"
"7693","7147","Poems"
"7694","7146","Baseball"
"7695","7151","Basketball"
"7698","7099","Paintball"
"7699","7099","Video games"
"7700","7099","Drawing"
"7701","7152","World of Warcraft"
"7702","7152","Video Games"
"7703","7152","Play basketball"
"7704","7153","Art"
"7705","7153","Poetry"
"7706","7153","Design"
"7707","7144","Basketball"
"7708","7144","Landscaping"
"7709","7155","Sports"
"7710","7155","Art and fashion"
"7711","7155","Music"
"7712","7158","Fishing"
"7713","7158","Baking"
"7714","7158","Reading"
"7715","6322","Volleyball"
"7716","6001","FCCLA"
"7717","7164","Professional soccer Athlete"
"7718","7166","Basketball"
"7719","7166","Soccer"
"7720","7166","Softball"
"7721","7166","Snowboarding"
"7722","7167","Theatre Arts"
"7723","7167","Choir"
"7724","7167","Softball"
"7725","6757","Piano"
"7726","7172","Fixing computers"
"7727","7173","Art"
"7728","7173","Music"
"7729","7173","Tennis"
"7730","7175","Horseback riding"
"7731","6834","Track and field"
"7732","6834","Rock climbing"
"7733","6834","Archery"
"7734","6834","Snow bording"
"7735","7177","Horseback riding"
"7736","7177","Marching band"
"7737","7177","Music"
"7738","7179","Video Games"
"7739","7179","Computer Programming"
"7740","7179","Reading"
"7741","7179","Hiking"
"7742","7180","Cleaning and cooking "
"7743","7180","Babysitting"
"7744","7182","Tattooing"
"7745","7182","Tinkering"
"7746","7182","Working out"
"7747","7182","Painting"
"7748","7182","Drawing"
"7749","7187","Swimming"
"7750","7187","Writing"
"7751","7187","Weight Lifting"
"7752","7190","Wrestling"
"7753","7190","Hunting"
"7754","7190","Fishing"
"7755","7190","Riding motorized vehicles"
"7756","7190","Working on cars"
"7757","7190","Building things"
"7758","7191","Acting"
"7759","7191","Swimming"
"7760","7191","Reading"
"7761","7199","Rebuilding classic cars"
"7762","7201","Video Games"
"7763","7203","Dancing"
"7764","7203","Swimming"
"7765","7202","Acting"
"7766","7202","Swimming"
"7767","7202","Singing"
"7768","7203","Acting"
"7769","7202","Running"
"7770","7202","Being With Friends"
"7771","7206","Hunting-Fishing"
"7772","7197","Swimming"
"7773","7214","Skateboarding"
"7774","7214","Playing Guitar "
"7775","7214","Photoshop "
"7776","7215","Varsity Cross Country"
"7777","7215","Varsity Swim Team"
"7778","7222","I love spending time with my family, tubing, campi"
"7779","7231","Fashion"
"7781","7231","Art"
"7782","7237","Ÿ	Jump Nation program (In Binghamton University)"
"7783","7237","Ÿ	Piano/Guitar"
"7784","7237","Ÿ	Journalism "
"7785","7237","Ÿ	Tennis ( US Open)"
"7786","7237","Ÿ	The Urban Scholars Program 2007- Present"
"7787","7243","Performing"
"7788","7243","Debating"
"12551","10140","Keeping myself busy"
"12552","10140","Volunteering"
"12553","10140","Helping out people with work or anything"
"12554","10140","Animals"
"12555","10153","Writing"
"12557","10153","Drawing"
"12561","10148","Playing the trumpet"
"12562","10148","Playing the guitar"
"12563","10148","Playing the flute"
"12564","10148","Playing the trombone"
"12566","10148","Reading"
"12567","10148","Writing fictious stories"
"12568","10154","Travel"
"12569","10154","Art"
"12570","10154","Music"
"12571","10154","Literature"
"12572","10154","Surfing"
"12577","10156","Basketball, listening to music, reading books, pla"
"12578","10157","Reading"
"12579","10157","Riding bicycles"
"12580","10157","Running"
"12581","10157","Hanging out with friends"
"12582","10157","Watching movies"
"12583","10157","Crafts"
"12584","10157","Sew"
"12585","10158","Running"
"12586","10159","Football"
"12587","10159","Surfing"
"12588","10159","Soccer"
"12589","10154","Fencing"
"12590","10159","Camping"
"12591","10154","Opera"
"12592","10159","Baseball"
"12593","10154","Dancing"
"12594","10151","Organizing"
"12595","10151","Horseback riding"
"12596","10151","Drawing"
"12597","10151","Cleaning"
"12598","10160","Acting"
"12599","10160","Soccer"
"12600","10160","Makeup"
"12601","10160","Dancing"
"12602","10160","Painting"
"12603","10160","Writing"
"12604","10160","Drawing"
"12605","10160","Reading"
"12606","10160","Laughing"
"12607","10160","Running"
"12608","10160","Photography"
"12609","10160","History"
"12610","10160","N.A.S.A"
"12611","10160","Volunteering"
"12612","10160","Learning"
"12613","10160","Theatre"
"12614","10161","Badminton"
"12615","10161","Listening to Music"
"12616","10161","Watching movies"
"12617","10161","Basketball"
"12618","10161","Hikiing"
"12619","10164","Horseback Riding"
"12620","10164","Traveling "
"12621","10164","Music"
"12622","10164","Culture"
"12623","10164","The Bible"
"12624","10165","Cheerleading"
"12625","10165","Show choir"
"12626","10172","Writing"
"12627","10184","Snowmobiling"
"12628","10184","Off roading(4x4)"
"12629","10184","Motocross (dirt biking)"
"12630","10171","Art"
"12631","10171","Reading"
"12632","10171","Hula dancing"
"12633","10167","Dog sledding"
"12634","10172","Fencing"
"12635","10185","Piano playing"
"12636","10171","Taking care of children"
"12637","10167","4 wheeling"
"12638","10172","Acting"
"12639","10185","Running"
"12640","10167","Boxing"
"12641","10167","Soccer"
"12642","10170","Horseback riding"
"12643","10167","Fishing"
"12644","10170","Showing dogs"
"12645","10185","Reading"
"12646","10170","Play piano"
"12647","10170","Train dogs"
"12648","10170","4-H"
"12649","10169","Horseback riding"
"12650","10169","Voulenteer at hospital"
"12651","10180","Volleyball"
"12652","10180","Camping"
"12653","10170","Run Cross Country"
"12654","10180","Riding four-wheelers"
"12655","10196","Sports"
"12657","10196","Fishing"
"12658","10196","Camping"
"12659","10193","Basketball"
"12660","10193","Baseball"
"12662","10193","Playing Bass Guitar"
"12663","10193","Playing Drums"
"12664","10194","Football"
"12665","10194","Fishing"
"12666","10194","Hunting"
"12667","10194","Playing guitar"
"12668","10194","Singing"
"12669","10194","Cooking"
"12670","10200","Cooking"
"12671","10206","Cleaning"
"12672","10206","Drawing"
"12673","10200","Physics"
"12674","10195","Golf"
"12675","10195","Video Games"
"12676","10201","Reading"
"12677","10217","Taking care of animals"
"12678","10221","Making videos"
"12679","10221","Working"
"12680","10221","Chillin'"
"12681","10212","Painting"
"12682","10212","Biking"
"12683","10226","Video games"
"12684","10226","Base ball"
"12685","10220","Cheerleading"
"12809","10191","Religious "
"12854","10227","Cooking"
"12855","10227","Making cupcakes!!"
"14714","11285","Playing musical instruments"
"7539","6899","Ice Hockey"
"7540","6991","Vollebyall"
"7541","7004","Juggling babies"
"7542","6991","Piano"
"7543","6973","Sports"
"7544","6991","Coloring"
"7545","6967","Fasdfaa"
"7546","6991","Watching Sports "
"7547","6907","Horses"
"7548","6907","Lacrosse"
"7549","6907","Music"
"7550","6907","Gym"
"7551","7004","Shootin hoops"
"7552","6907","Veterinarian medicince"
"7553","7008","Skating."
"7554","7013","Horseback riding"
"7557","7008","Cappin' Homies."
"7558","6997","Baseball"
"7559","7017","Hunting"
"7560","6895","Volleyball"
"7561","7017","Softball"
"7562","7017","Skinny dipping"
"7563","6891","Gymnastics"
"7564","6895","Playing the piano"
"7565","7017","Guy watching"
"7566","6895","Helping around the house"
"7567","7019","Interior design and photgraphy"
"7568","7014","Computers"
"7569","7017","Laying by the pool and wait for guys"
"7570","7017","Kissing"
"7571","6892","Dance and designing"
"7572","7007","Frisbee"
"7573","7009","Writing"
"7574","7016","Staring at guys"
"7575","6976","Having relationships with your mother"
"7576","7004","Going crazy eyes"
"7578","6935","Dance"
"7579","6935","Music"
"7580","6993","Twins"
"7581","6858","Singing"
"7582","6855","Play computer "
"7583","6855","Read a book "
"7584","7022","Restoring cars from rust bucket condition"
"7585","7022","Playing competition airsoft"
"7586","7022","Building and repairing Nitro remote control"
"7587","7046","Swimming"
"7588","7046","Soccer"
"7589","7046","Softball"
"7590","7046","Volleyball"
"7591","7046","Fishing"
"7592","7046","Cooking"
"7593","7052","Swimming"
"7594","7052","Paly basketball"
"7595","7052","Talking on the phone"
"7596","7052","Hanging out with friends"
"7597","7079","Piano"
"7598","7085","Skateboarding"
"7599","7085","Skateboarding"
"7600","7085","Skateboarding"
"7601","7085","The Eating Of Tacos"
"7602","7085","GIANT BUrritoS121!@!"
"7603","7064","Writing"
"7604","7064","Photography"
"7605","7060","Musiccccccccc"
"7606","7061","Creepin/ loving eggs"
"7607","7069","Shooting"
"7608","7070","Giving hugs"
"7609","7072","Skiing"
"7610","7081","Ballroom, Painting, sports"
"7611","7076","Skating"
"7612","7076","Being with cho"
"7613","7076","Skating with cho"
"7614","7084","Drawing"
"7615","7074","Sports/dancing"
"7616","7073","Gymnastics, Swimming, Sports, "
"7617","7075","Snowboarding dirtbikeing"
"7618","6677","Reading "
"7619","7096","Cooking"
"7620","3879","Fishing"
"7621","7096","Playing softball"
"7622","7096","Reading"
"7623","3879","Football"
"7624","7096","Learning new things"
"7625","7096","Swiming"
"7626","7098","Playing football"
"7627","7098","Playing basketball"
"7628","7098","Walking"
"7629","7098","Boxing"
"7630","7095","Wachting Anima on the computer"
"7631","7095","Drawing"
"7632","7095","Playing Mahjong on the compeuther"
"7633","7095","Playing salotar on the computer"
"7634","7095","Sprting Pokemon on micosof paint"
"7635","7095","Wachting dad work no Adobe Photo Shope "
"7636","7102","Farming"
"7637","7102","Riding dirtbikes"
"7638","7105","Re-enact the Civil War"
"7639","7105","Play the Clarinet"
"7640","7105","Play a little bit of the Mountain Dulcimer"
"7641","7105","Play a little bit of the Piano"
"7642","7109","Car Audio,Home Remodeling"
"7643","7106","Training dogs"
"7645","7108","Boating"
"7646","7108","Skiing"
"7647","7108","Hunting"
"7648","7108","Fishing"
"7649","7108","Hanging out with friends"
"7650","7110","Playing baseball"
"7651","7113","Camping"
"7652","7113","Hunting"
"7653","7113","Fishing"
"7654","7113","Quading"
"7655","7115","Soccer"
"7656","7115","Swimming"
"7657","7117","Reading"
"7658","7118","Motocross"
"7789","7243","Reading"
"7790","7243","Giving advice"
"7791","7243","Softball"
"7792","7243","Helping others"
"7793","7243","Meeting new people"
"7794","7243","Connecting with people"
"7795","7247","Photography"
"7796","7247","Reading"
"7797","7249","Babysitting"
"7798","7249","Shopping"
"7799","7249","Reading"
"7800","7252","Playing guitar"
"7801","7252","Working with computers"
"7802","7259","Singing"
"7806","7263","Baseball"
"7807","7263","Basketball"
"7808","7277","Creating/ molding with my hands"
"7809","7276","Swimming"
"7810","7276","Xbox"
"7811","7290","Boating"
"7813","7284","Football"
"7814","7274","Singing"
"7815","7298","Soccer"
"7816","7298","Basketball"
"7817","7298","Football"
"7818","7298","The us army"
"7819","7299","Playing Guitar"
"7820","7307","Coin collecting"
"7823","7308","Reading"
"7824","7308","Motocross riding."
"7825","7316","Baseball"
"7826","7317","Singing"
"7827","7317","Acting"
"7828","7317","Interior Decorating"
"7829","7319","Building things"
"7830","7319","Shooting"
"7831","7319","Caving"
"7832","7322","Chess"
"7833","7322","Basketball"
"7834","7322","Football"
"7835","7322","Soccer"
"7836","7322","Technology"
"7837","7282","Sports"
"7838","7282","Spending time with my family"
"7839","7282","Dancing for fun"
"7840","7281","Building Objects"
"7841","7281","Working"
"7842","7323","Reading"
"7843","7323","Hiking"
"7844","7323","Tumbling"
"7845","7278","Rock climbing"
"7846","7278","Golf"
"7847","7318","Plaing the Piano"
"7848","7318","Playing the Guitar"
"7849","7318","Decorating Cakes"
"7850","7324","Gymnastics"
"7851","7333","Collectng baseball cards"
"7852","7333","Playing/Watching Football"
"7853","7337","Volleyball"
"7854","7337","Basketball"
"7855","7337","Club Volleyball"
"7856","7336","Rock climbing "
"7857","7345","Playing football and playing basketball"
"7860","7346","Shopping"
"7861","7346","Talking with other people"
"7862","7346","Playing with kids"
"7863","7344","Babysitting"
"7865","7346","Color"
"7866","7346","Write"
"7867","7343","Dancing"
"7868","7346","Socialize"
"7869","7346","Help others"
