"ID","ID_PK","Goal","Learn","Long_Goal"
"10597","5761","a stagehand for a theater company","what it is like to work in the acting business","becoming an actor"
"10598","5762","Seeking entry-level in DNR/Conservation officer ","How to do the job better","A Degree to get a job as a farmer or DNR/Conservation Officer"
"10601","5763","a cashier","how to work a computer operated cash register","knowing how to help a business"
"10603","5764","a veterinary technician","Communication skills

Working with people
","going to college"
"10605","5765","A nurse","Health","Earning a Nursing degree"
"10613","5766","Clerk Desk","How to handle money and work with other peopl. Also will help me work for a company","earning a college degree in teaching"
"10614","5767","Hostess ","Social skills ","im still in high school "
"10612","5768","Day Care","Working with Kids, Teaching,  work experience","A College Degree"
"10615","5769","dentist","teeth","dentistry"
"10606","5770","anything that would fit you ","basics of having a job","making money"
"10616","5771","Veterian","Helping animals in need","Earning a college degree"
"10608","5772","my immediate goal i sto work as paying my car off and  get a better future ","how to  be a good chef","earning a college degree in  culinary "
"10620","5773","Cashier","handle money, communication with others","finishing up high school"
"10618","5774","A cashier ","how to handeling money and my commuication skills ","of finishing  high school"
"10621","5775","A cashier for a golf club ","how to work well with others and communicate ","joining the mllitary "
"10617","5776","Cashier","Handling money, communicating with others, working with a team/other people ","finishing high school"
"10636","5779","I would like to be able to talk to people are help them with anything i can","this job will tech me how to talk to poeple ","getting a degree in zoology"
"10638","5780","LNA","Taking care of persons personal needs and aiding them when they need it the most","Taking care of people and furthering my education to become an RN"
"10401","5781","bagger","work base learning skills ","Becoming an American soldiers "
"0","551","Project manager","How to deal with people and how to lead a team","to be married in the temple"
"8371","4386","diesel  mechanic","what i need to know for the army","owning my own diesel mechanic shop"
"8386","4399","a sales associate","how to upgrade my customer service skills and move forward with my career of choice","becoming a business owner"
"10640","5782","a sales associate. ","work-base skills","going into the Marines. "
"10641","5783","i am seeking a job to be a machanical engineer","how to work on stuff.","work"
"10642","5784","Store clerk","how to work with animals","working in a pet rescue facility"
"10644","5785","a drafter for an engineer","some of the basic skills I need","becoming an aerospace engineer"
"10646","5786","herpetological assistant","administrative skills, as well as on the job experience","learning more about the environment and its inhabitants"
"10653","5788","chief mechanic","management in the field of repair","becoming the best mechanic I can"
"10660","5789","a vet","how to properly take care of animals","earning a college degree"
"10660","5790","a vet","how to properly take care of animals","earning a college degree"
"10647","5791","an intern at the Children's Hospital in Philadelphia","how the Children's Hospital in Philadelphia works and how to work with patients","becoming an emergency room nurse"
"10655","5792","a paralegal","laws","working for the Supreme Court"
"10662","5793","an underwater welder","concept of underwater welding","a secure career"
"10659","5794","a cashier or teller","how to handle money and work with others","Bank teller"
"10645","5795","a Zookeeper","how to clean and takecare of animals","working long term as a Zookeeper"
"10663","5796","a lifeguard","how to save peoples lives","joining the military"
"10656","5797","An intern to a licensed forensic scientist","how to work better under direction and about procedures","earning a doctoral degree or Ph.D in Forensic Science"
"10657","5798","a part-time cashier at O' Reilly's","how to communicate with customers and co-workers

how to operate a cash register

how to give proper change when needed

how to locate different items within the store

how to use the store's software","Manager of any O' Reilly's location"
"10652","5799","a rotational memeber in the Resort Academy","how to take care of customer's needs","being in Hospitality"
"10661","5800","head mechanic","run a shop","open my own mechanic shop and performance part line"
"10664","5801","a full time employee except during wrestling season","life skills, setting and fulfilling goals","a secure career"
"10649","5802","a cashier in a retail position","customer care skills as well as money handling skills","earning a college degree in elementary education"
"10666","5803","a retail cashier","customer service","earning money for college"
"10668","5804","a teacher assistant or even a teacher","how to act and work in a classroom environment","become a science or math teacher"
"10669","5805","a nurse","how to work with patients, diagnose problems, and office procedures","becoming a full time pediatrician"
"10670","5806","A retail employee","Good customer service","earning a masters in forensic pathology"
"10678","5807","Computer Systems Engineer","Computer Engineering","A bachelors in Computer Engineering"
"10716","5847","My immediate goal is to work as a Camp Counselor","This will help my problem solving and communication skills","Working in Human Relations"
"10719","5848","a cook at silverwood ","skills needed to make and prepare food","becoming an Idaho State Police Officer"
"10721","5849","a full time position but part time would work","learn to set and accomplish goals","a secure full time position"
"10166","5854","an equestrian coach"," vcbv","xgdf"
"10770","5878","Child Care Assistance","How to care for and help others","An ER physician"
"10900","5964","working for the police jury ","to drive a big truck","work"
"10898","5965","Welder","To be a better welder","Becoming higher up in position and bettering myself at my career"
"10909","5966","an RN in the Army ","how to help people out  with a sickness","of going to the army i will be helpful to my state and country"
"11158","6556","My imediate goal is to become a oil rig hand, digger or tool pusher","This position will help learn more  about he rig and amore on the job information to reach my goal of becoming a petroleum engineer","I am palnning to earn a college dregree in petroleum enigineering. My longest term goal is to design and determine the most efficient and easy way to obtain natural resouces from earth"
"11164","6557","to work as a receptionist in a Health Clinic","the things of the office and get used to the environment","being a Registered Nurse and earning my Bachelors Degree"
"11150","6558"," a photographer","new techniques in photography. I will also learn how to use several different types of cameras"," becoming a professional photographer"
"8411","4415","a highly contributing team member within a company who makes a mission to promote the general consumer satisfaction in the community in any and every way possible"," better customer service skills as well as problem management and potential conflict resolution. Also, It will give me an exciting opportunity to learn a new skill
","being successful and productive in ways that will help the community"
"8449","4429","A Janitor, Painter, Maintenance ","basic maintenance skills, and life lessons. ","Becoming a hard worker"
"10734","5855","Political Analyst","how to orientate my goals and the way that politics effect the world","running for political office"
"10736","5856","Daycare","to keep kids healthy and get them prepared for school","making the kids' parents happy with the job that i do"
"10737","5857","A License Nursing Practitioner","How to help people with needs they can not preform","getting my degree in nursing for my License Nursing Practitioner"
"10741","5858","an architect","drafting and designing skills","earning a degree in drafting and design"
"10743","5859","Weapon Specialist","handle, care for and fix weapons","becoming a marine"
"10744","5860","Apparel Mershandiser","skills for the job","Apparel Mershandising Manager"
"10745","5861","Heavy Machine Operator","Basics of machinery maintenance and driving procedures","Earning a business associates degree"
"10769","5879","Sales assistant ","more about the clothing industry ","attending college and studying fashion design "
"10767","5880","Clothing designer","More about the clothing industry, and fashion design","Owning and designing my own clothing design"
"10773","5881","sales clerk. ","much more about corperate buisness","earning a college degree in engineering"
"10773","5882","sales clerk. ","much more about corperate buisness","earning a college degree in engineering"
"10766","5883","a Childcare Assistant ","to work with kids better ","owning my own daycare "
"10765","5884","part-time service assistant","repair/maintenance","earning a college degree in mechanics"
"10772","5885","a mechanic","more about auto repair","of going to college and studying more about automotive repair"
"10771","5886","Child Care Assistant","how to take care of children","teaching elementary school children"
"10768","5887","a fashion merchandiser","how to market merchandise","having a clothing line"
"10774","5888","My immediate goal is to work as sales representative","Work skills, soft skills, and valuable people shills","Earning a college degree in Science/Mathematics"
"10781","5889","Physical Therapist Assistant","How to help patients heal","Physical Therapist Assistant"
"10783","5890","a cosmotologist. ","more about my communicative skills and social skills as well. ","working in a enviroment that hs many different people that you can get to know and also become friends with during the job"
"10785","5891","a sales associate. ","more employment work maturity skills. ","going to college and becoming a lawyer. "
"10784","5892","Drug treatment counsler would be to become the head of the treatment center","how to become quiet about a big situation","Becoming the best drug treatment counsler and helping thousands of patients"
"10786","5893","technical shop","more about the trucks ","over the road trucking"
"10790","5894","an Occupational Therapist Assistant","people skills and the general working environment of Occupational Therapists","becoming an Occupational Therapist"
"10791","5895","a library aide","office procedures, environment, and valuable work expeirence","graduating high school and continuing to a degree"
"10792","5896","a Landscape Architect. ","more about my career to help better me for getting more responiblities","becoming  a Landscape Architect. "
"10793","5897","My immediate goal is to work as a secretary or a receptionist.  ","This position will help me learn more about sales, communication, and organization ","as i pursue my long-term goal of becoming a registered nurse"
"10808","5898","Open Position","To work with customers and public speaking and my communication skills","Becoming a teacher or a psychologist. "
"10804","5899","an Therapeutic Horseback Riding Instructor","a day in the life of an instrucor","earning a college degree in pychology and equine studies and open my own therapeutic stable"
"10798","5900","a babysitter","to work will children, communicate with smaller children and have better communication skills","earning a college degree in law enforcement"
"10803","5901","My immediate goal is to work as","This position will help me learn ","as i pursue my long-term goal of earning a college degree in elementary education"
"10799","5902","A Cosmetologist","how to stimulate pili","Working with pili and nails"
"10794","5903","a mechanic","how to use my creative thinking and social skills to help individuals with their automotive problems","using my newly developed social and critical thinking skills to work in the Biological field of Primatology"
"10805","5904","a crew member","to use my life skills that i have been practicing and it will also help me challenge myself and skills","earning a college degree in law"
"10795","5905","A Veternary Assistant","To understand how to communicate with animals better, and how to understand them better with the way they are acting and there body language. Basically just learning more about them, having a passion and doing something I would love to do","earning a college degree in the Globe College of Busniess, MN"
"10883","5956","a sales clerk","sale procedures","managing or owning a franchise"
"10903","5967","national gaurd","working skills","retiring in the gaurd"
"10908","5968","sergent in the army","discipline","becomeing a super hero"
"10910","5969","An Engineer","How to build and upgrade techonolgy","A degree in Engineering"
"11699","6485","Certified Nursing Assistant","It will teach me more about the body and social skills as well","Becoming a Registered Nurse  "
"8579","4529","a photographer","how things look different from other things ","earning a college degree in the arts"
"8619","4551","an employee for the ogden city school district"," to further my skills in the work field","being a successful business women"
"8654","4566"," a certified nursing assistant (CNA","more about nursing and the work place environment","obtaining a bachlors degree as a nurse in post pardom and labor and delivery"
"8907","4740","Machanical engineer","To be vary hands on work.

To build up on my hand-eye cordination","I am pursueing on having a full time job"
"8772","4634","a waitress","about working with people","earning a college degree in economics to become a financial analyst"
"10815","5906","none","Communication skills and responsibility","Earning a Doctorate in zoology"
"10819","5907","My immediate goal is to get a job that I'll be able to allow me to use my skills to the fullest","How to help other people succeed","Complete college and get my degree"
"10824","5908","the cashier. ","This position will help me learn some people skills, and how to handle people in different ways.  ","In the long run it will do me good, because i need people skills to be a Dental Hygienest. "
"10818","5909","My immediate goal is  find any open position job that i am interested in. ","Work Experience will help me for my future job","Going to college and finding a career"
"10827","5910","kennel keeper","more responsibility about taking care of animals and more and also including time management","Earning my bachelors, masters, and doctorate degree in medicine to become an Anesthesiologist"
"10833","5911","a babysitter","the skills i need","becoming a Kindergarten Teacher"
"10835","5912","The head photographer","Communicating skills, how to deal with people better, and teaches me patients","Very successful business of my own"
"10828","5913","Crew member ","communication and team work skills","Auto mechanics "
"10838","5914","cashier","social interaction with customers and to know what they seek and want in a business and the basics of how a business works","masters degree in business"
"10845","5915","Sales associate
","This will help me learn to be independent,responsible, and will help me learn about many different skills"," being a Pediatric Nurse"
"10847","5916","a sales associate","fashion and merchandising skills","attending college and achieving a degree"
"10846","5917","a sales associate","fashion and merchandising skills","going to college and earn degrees to become a successful lawyer"
"10848","5918","a service station attendant","more about automobiles and customers","attending college"
"10802","5919","Behavioral Scientist","The study of the human life","earning my doctorite in Pyschology"
"10820","5920","interested in being considered for the dental hygienist position","patience with other people and kids of all ages, and social skills","earning a college degree in dental hygiene "
"10853","5921","A Cosmetologist","People skills","Being a cosmetologist"
"10854","5922","an editor","how to communicate with others and make written works better. ","earning a college degree in English writing"
"10807","5923","a lab asistant","how to work with specific tools and procedures that I will in counter","becoming a marine biolgy"
"10857","5924","Forensic scientist","How to deal with many problems ","earning a degree in forensic science"
"10862","5925","a cashier","people skills as well as being able to pay attention to detail","earning my Master's degree in Social Work"
"10863","5926","My first job, in the food industry","skills and work experience I will need","earning a degree in Culinary Arts"
"10860","5927","A registered nurse for The Army","Different ways to help people, and to prove my skills.
","Being a registered nurse"
"10861","5928","Registered Nurse For The Army","Help and care for my fellow soldiers and help my country and become a better person","Registered Nurse For The Army"
"10858","5929","an electrician","how to work with electrical equipment","earning a deploma in construction electrician"
"10822","5930","your sales associate","how to communicate, public speaking, and teaqm work","earning a college degree in business administration. "
"10855","5931","My immediate goal is to work as a marine mammal trainer","This position will help me learn the behaviors of animals","As I pursue my long-term goal of going to Auburn University to receive my maters degree"
"10912","5970","A egineer i love hands on jobs","More of what i love","A college degree in mechanical engineering "
"10902","5971","A nurse, or working and helping infants","How to work with computers, help my people skills and making me feel good that i saved a life or helped save a life from a sickness","Going in to the medical field. Taking medical class, and or working in a doctor's office"
"10916","5972","i want to be considerd in deisel mechanic for shut downs in mill writeing","the parts and peices of deisel machines","earning a degree in auto motive repaire"
"10914","5973","My immediate goal is to become an airborne medic in the U.S. Army","This position will help me learn how to save people and how to jump out of airplanes","My position in the military will help me get my college degree and be able to become a trauma surgeon"
"10907","5974","Welder","how to be a better welder","welding on the pipeline"
"10899","5975","As welder","how to make and repair equipment","Going to votech and earing a degree in engineering"
"10899","5976","As welder","how to make and repair equipment","Going to votech and earing a degree in engineering"
"10915","5977","i would like to be a welder","hoq to weld"," being  a welder"
"10905","5978","a deisel macanic","it will show me how to work on deisel vehicals","working on deisel vehicals.
















































"
"10913","5979","ab adnubustratuve assustant","office procedures","earning a college degree in business administration"
"10918","5980"," Nurse ","doctors","nurse"
"10904","5981","A welder ","How to welder","going to a welding school     "
"10917","5982","welding classes","this will help me weld for welding and offshore","welding"
"8705","4602","a part-time respiratory therapist which will allow me to to secure employment in the health care field utilizing my skills and abilities as a respiratory therapist","jkj","klkl"
"10806","5932","auto mechanic","how to fix cars and trucks. it also well help me learn how to be independent","finding a good automotive job "
"10856","5933","an Air Traffic Controller ",",,,","being an Air traffic controller"
"10821","5934","in a position temporarily that will help me to further improve my skills","ethics of having a job, and various life skills that will improve my over all efficiancy in the work place","in the medical field"
"10823","5935","an Registered Nurse","how to work under pressure and also learn how to work with other people","Becoming a Pediatrician"
"10871","5936","A team member of the store","people skills, how to work in a team, and work with others","earning a Bachlor's Degree in Dietetics. "
"10869","5937","a service clerk ","management, inventory, and customer service skills","paralegal"
"10832","5938","Sales Representative","people skills ","entering the fields of Architecture and engineering"
"10873","5939","Cashier","People skills and how too handle a job, also learning time management. ","Becoming a lawyer"
"10867","5940","an F.B.I","to investigate crimes","earning a bachelors degree in criminal justice"
"10837","5941","babysitter","how to handle kids","being a elementary school teacher
"
"10868","5942","construction engeneer","how to work good with others"," construction worker"
"10831","5943","Sales representative ","better communication skills","becoming a probation officer "
"10870","5944","a life guard at SwimAmerica","care taking skills, life saving skills, and commication skills","entering the work field as being a law enforcement officer"
"10874","5945","receptionist. ","how to manage phones and computers","Becoming a CEO for a big business"
"10836","5946","an admissions helper at the anoka fair grounds","communication skills","becoming an elementry school teacher"
"10813","5947","registered nurse","how to communicate with people","becoming a registered nurse"
"10829","5948","a Teacher Assistant","communication and listening skills","entering the field of Psychology"
"10875","5949","YMCA Fitness Director, to obtain this position where I can maximize my management skills, quality assurance, program development, and training experience","manage positions where I can effectively utilize my expertise in human relations, project management, and staff recruitment and retention","to becoming a Plastic Surgeon "
"10841","5950","I am seeking a position to do janitorial work and hands on work","This position will help me learn how to do all the basic cleaning and hands on skills that i need to know as i get older","As i pursue my goal of becoming a business owner or CEO of a company"
"10816","5951","A Restaurant Manager","how to communicate well with others, hire appropriate people for the business and make a successful business","A successful business and well trained staff"
"10796","5952","a subway employee","customer service and attention to detail","becoming an archeologist"
"10796","5953","a subway employee","customer service and attention to detail","becoming an archeologist"
"10881","5954","sniper","how to protect the usa","sniper"
"10878","5955","a photographer","how buisness works","owning my own photography business and studio"
"10924","5984","Utility Clerk","Different office procedures","retiring with the company"
"10929","5985","Certified Nursing Assistant","More about being a CNA 1"," Becoming a Registered Nurse"
"10926","5986","A Certified Nursing Assistant 1","Basic medical care","Going on to become a Physician's assistant"
"10931","5987","Certified Nursing Assistant ","The basics of caring for someone. ","Becoming an RN.   "
"10928","5988","a Certified Nursing Assistant","hospitality","becoming a Registered Nurse"
"10927","5989","Certified Nursing Assistant","Clinical Procedures","Earning my college degree and becoming a Registered Nurse"
"10930","5990","Certified Nursing Assistant","Clinical procedures","Earning a college degree in be becoming a Registered Nurse"
"10933","5991","My immiediate goal is to work as a Certified Nursing Assaisant. ","This position will help me gain more knowledge and experience about working with patients as I further my education in the nursing field","As I go work as a Certified Nursing Assisant I plan to obtain a Masters Degree in nursing"
"10932","5992","My immediate goal is to work as a certified nursing assistant. This will help me further my education and gain more experience in my career","This position will help me learn how to work well with others and give me more experience in that field","As I pursue my long- term goal of earning my masters degree in nursing"
"10936","5993","CNA 1","More about how to a CNA 1","becoming a registered nurse
"
"10940","5994","certified nursing assistant","more about taking care of patients and earn money for college","becoming a nurse anesthetist"
"8979","4787","CNC machine operator","basics knowledge of  CNC machining","becoming a certified CNC machine programmer"
"3709","1812"," certified nursing assistant","the basics of adult nursing care","becoming a licensed practical nurse  with the ultimate goal of achieving my degree as a nurse practitioner "
"3731","1824","an intern and to learn as much as I can about screenwriting, directing, and producing","how to make great movies and scripts.  ","becoming the next best screenwriter,  director, and producer"
"9705","5256","an LNA in a nursing home","how to meet the needs of the elderly and physically impaired population in the nursing home setting","becoming a registered nurse. "
"10993","6028","apples
","better hands on skills, and better communication skills in the work place","earning a college degree, and hopefully receiving a job in the medical field"
"11003","6029","a criminal investigator in the U.S. military and attend college part time to become an ASL teacher","Self discipline and independence","Earning a college degree and serving my country"
"10998","6030","an Army National Guard Soldier ","responsibilities and life lessons","being a business owner"
"11002","6031","work  a special ed teacher","patience and how to appreciate the little things in life"," earning my masters degree"
"10999","6032","An elementary school teacher.  ","How to work with children and special skills that will make me better at helping children learn","earning a college degree in education"
"11004","6033","waitress","being friendly and meeting new people","nurse"
"11000","6034","intern, learn the environment and learn how to use every piece of equipment. ","Team building, positive work environment, independent work, creative thinking, costumer service,hard work.
































","earning a college degree in biolgy"
"11001","6035","F.B.I","hard worker, how to get with people, ","my goal is to be a F.B.I"
"10976","6036","photographer","skills of photography","earning a college degree for photography"
"10976","6037","photographer","skills of photography","earning a college degree for photography"
"11009","6038"," a key part of the company in which i am a part of and for that company to be successful ","communication skills and people skills"," obtaining a college degree in business "
"10994","6039","Assistant ","Provide information on how the job works, and how how to handle situations. Get basic instruction on what needs to be done and how to do it correctly","Earning a college major in Pharmacy"
"11010","6040","clothing","custermer service","an employer"
"10997","6041","an assistant in the field of medicine and science","about how medicine works with science in order to better the health of others","having a positive impact on the lives of others"
"11011","6042","cusomer servase ","job skills ","getting a job and going to the community collauge "
"11006","6043","a web developer or photographer","computer and communication skills","going for a college two years degree"
"11023","6049","a warrioress","how to successfully defeat villians","becoming a hero"
"11027","6050","cook//host/waiter","restaurant management and customer service","earning a Master's degree in Education"
"11101","6111","an Amazing Warrior","the skills and traits necessary for a noble warrior","leading the Committee and ridding the world of evil, once and for all"
"11122","6128","To obtain a job that will allow me to utilize the skills during my work experience","office procedures and organization","earning a college degree in Biological Science"
"11123","6129","Marine Biologist","more about underwater life","earning a degree and working as a marine biologist and a photographer"
"11125","6130","Educator @RRCA","Online learning management system with hybrid face-to-face model","Education and leadership"
